workclass,race,hours-per-week,native-country,label,age-range,educationDegree
Private,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,60-75,Preschool
Private,White,0-20,United-States,<=50K,60-75,HS-College
Private,White,0-20,United-States,<=50K,45-60,HS-College
Local-gov,White,21-40,Cuba,<=50K,30-45,Assoc
Federal-gov,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,60-75,HS-College
Private,White,41-60,Outlying-US(Guam-USVI-etc),<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
?,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,30-45,HS-College
Private,White,81-100,United-States,<=50K,45-60,Elementary
Local-gov,White,21-40,United-States,>50K,45-60,PostMaster
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
State-gov,White,0-20,United-States,<=50K,30-45,HS-College
?,Black,41-60,United-States,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,>50K,45-60,Mast
Private,Black,21-40,United-States,<=50K,30-45,MiddleSchool
Federal-gov,Asian-Pac-Islander,21-40,United-States,<=50K,45-60,HS-College
State-gov,Asian-Pac-Islander,21-40,United-States,<=50K,45-60,Mast
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,21-40,Canada,<=50K,15-30,Bach
Private,White,41-60,United-States,<=50K,30-45,Bach
Private,Black,21-40,Dominican-Republic,<=50K,15-30,Elementary
Local-gov,Black,21-40,United-States,>50K,30-45,Bach
Self-emp-inc,White,0-20,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Local-gov,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,>50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
State-gov,Black,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,75-100,Assoc
Federal-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Assoc
State-gov,Black,41-60,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,Black,21-40,Jamaica,<=50K,15-30,HS-College
Self-emp-inc,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
State-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,45-60,HS-College
Private,White,0-20,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,45-60,Assoc
Local-gov,White,21-40,United-States,>50K,45-60,Bach
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,Black,41-60,Haiti,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,45-60,Elementary
State-gov,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,0-20,United-States,<=50K,15-30,MiddleSchool
Local-gov,Black,21-40,United-States,<=50K,45-60,Mast
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,Assoc
Self-emp-not-inc,White,21-40,United-States,>50K,45-60,HS-College
?,White,21-40,United-States,<=50K,30-45,HS-College
State-gov,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Federal-gov,Black,21-40,United-States,<=50K,60-75,Bach
Local-gov,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,?,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,41-60,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,<=50K,60-75,Assoc
State-gov,White,21-40,?,>50K,30-45,PostMaster
Local-gov,White,0-20,United-States,<=50K,15-30,Assoc
State-gov,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,>50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Self-emp-not-inc,Asian-Pac-Islander,21-40,United-States,<=50K,15-30,HS-College
?,Black,21-40,United-States,>50K,45-60,Assoc
Private,White,21-40,Puerto-Rico,<=50K,15-30,Assoc
Private,White,41-60,United-States,>50K,60-75,Bach
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,41-60,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,15-30,MiddleSchool
Self-emp-not-inc,White,41-60,United-States,>50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,0-20,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,>50K,30-45,Mast
Private,Black,21-40,United-States,<=50K,60-75,MiddleSchool
Private,White,21-40,Mexico,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,61-80,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Self-emp-inc,White,0-20,United-States,<=50K,60-75,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,Mexico,<=50K,45-60,Preschool
Private,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,>50K,45-60,HS-College
Private,White,21-40,United-States,>50K,30-45,Mast
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,61-80,United-States,>50K,30-45,PostMaster
Local-gov,White,21-40,United-States,<=50K,30-45,Mast
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,30-45,Bach
Local-gov,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,Columbia,<=50K,30-45,MiddleSchool
Private,Black,21-40,United-States,<=50K,45-60,HS-College
?,White,0-20,United-States,<=50K,15-30,HS-College
?,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Local-gov,White,21-40,United-States,>50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,>50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Federal-gov,White,21-40,United-States,<=50K,45-60,Mast
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Other,21-40,Mexico,>50K,30-45,Assoc
Self-emp-inc,White,21-40,United-States,<=50K,75-100,MiddleSchool
Private,Black,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Asian-Pac-Islander,21-40,Philippines,>50K,30-45,Bach
Private,White,21-40,United-States,>50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,45-60,Assoc
Local-gov,Amer-Indian-Eskimo,21-40,United-States,<=50K,75-100,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
State-gov,Black,21-40,United-States,<=50K,30-45,HS-College
Local-gov,Asian-Pac-Islander,21-40,Vietnam,<=50K,15-30,Bach
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,?,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,45-60,HS-College
Local-gov,Black,0-20,United-States,<=50K,15-30,MiddleSchool
?,White,0-20,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
Federal-gov,White,21-40,United-States,>50K,30-45,Assoc
State-gov,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,45-60,MiddleSchool
Local-gov,Amer-Indian-Eskimo,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,15-30,HS-College
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,>50K,30-45,Mast
Local-gov,Black,21-40,United-States,<=50K,30-45,Assoc
Local-gov,Amer-Indian-Eskimo,21-40,United-States,<=50K,30-45,HS-College
State-gov,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,0-20,United-States,>50K,45-60,Bach
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,Guatemala,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,45-60,Elementary
Private,White,21-40,Holand-Netherlands,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,Asian-Pac-Islander,21-40,Philippines,<=50K,30-45,Assoc
Private,Black,41-60,United-States,<=50K,30-45,HS-College
Local-gov,White,21-40,United-States,<=50K,30-45,Mast
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,>50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
State-gov,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
Federal-gov,Black,21-40,Puerto-Rico,<=50K,45-60,HS-College
Private,White,41-60,United-States,<=50K,15-30,Assoc
Private,Black,0-20,United-States,<=50K,15-30,HS-College
State-gov,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,60-75,HS-College
Local-gov,White,21-40,United-States,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,HS-College
Self-emp-not-inc,White,0-20,United-States,<=50K,30-45,Assoc
Private,Asian-Pac-Islander,21-40,South,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,45-60,Bach
Private,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,0-20,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,>50K,15-30,Bach
Private,White,21-40,Germany,<=50K,30-45,Assoc
Self-emp-not-inc,White,21-40,?,>50K,45-60,MiddleSchool
Self-emp-not-inc,White,0-20,United-States,<=50K,60-75,Mast
Private,White,21-40,United-States,<=50K,60-75,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,41-60,Cuba,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Mast
Federal-gov,White,81-100,United-States,<=50K,30-45,PostMaster
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,Elementary
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,45-60,HS-College
Private,Black,0-20,United-States,<=50K,60-75,Elementary
Self-emp-not-inc,White,0-20,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,>50K,30-45,Assoc
Private,Black,0-20,United-States,<=50K,30-45,HS-College
State-gov,White,41-60,United-States,>50K,30-45,PostMaster
?,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,Elementary
Self-emp-not-inc,White,41-60,United-States,<=50K,15-30,HS-College
Local-gov,White,0-20,United-States,<=50K,15-30,Bach
Private,White,0-20,United-States,<=50K,60-75,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,60-75,Assoc
Private,Black,21-40,United-States,<=50K,45-60,HS-College
State-gov,Black,21-40,United-States,<=50K,30-45,Assoc
?,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,>50K,45-60,Bach
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,>50K,30-45,Assoc
Local-gov,White,41-60,United-States,>50K,45-60,PostMaster
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,45-60,Mast
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,75-100,Elementary
Private,White,21-40,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,45-60,Assoc
Private,White,21-40,United-States,<=50K,30-45,Mast
Federal-gov,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,61-80,United-States,>50K,60-75,PostMaster
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,>50K,15-30,Assoc
?,Black,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,41-60,United-States,<=50K,30-45,HS-College
Private,Black,0-20,United-States,<=50K,75-100,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,HS-College
Local-gov,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,Black,21-40,United-States,<=50K,15-30,MiddleSchool
?,White,21-40,United-States,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,45-60,HS-College
?,White,41-60,United-States,>50K,30-45,Mast
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,60-75,Bach
Private,White,21-40,United-States,<=50K,30-45,Assoc
Local-gov,White,21-40,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,Other,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,Cuba,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,0-20,United-States,<=50K,60-75,Bach
Private,White,61-80,United-States,>50K,30-45,Assoc
Self-emp-not-inc,White,0-20,United-States,>50K,45-60,Assoc
Private,White,41-60,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,60-75,MiddleSchool
Private,Black,0-20,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
Local-gov,White,21-40,United-States,<=50K,30-45,PostMaster
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,Black,21-40,United-States,<=50K,45-60,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,<=50K,30-45,Mast
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Private,White,81-100,?,<=50K,60-75,Elementary
?,White,21-40,United-States,<=50K,60-75,Assoc
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Self-emp-inc,White,21-40,United-States,<=50K,15-30,Assoc
?,White,0-20,United-States,<=50K,60-75,Assoc
Self-emp-not-inc,White,21-40,United-States,<=50K,30-45,Bach
State-gov,White,41-60,United-States,<=50K,30-45,Bach
Private,Black,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Black,0-20,United-States,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,HS-College
?,White,0-20,United-States,<=50K,60-75,Elementary
Self-emp-inc,White,81-100,United-States,<=50K,60-75,Mast
Local-gov,White,21-40,United-States,>50K,45-60,Mast
Private,White,41-60,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
Private,White,0-20,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,>50K,30-45,Bach
Local-gov,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,41-60,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,Amer-Indian-Eskimo,21-40,Columbia,<=50K,30-45,Assoc
?,White,41-60,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,15-30,Assoc
Private,Asian-Pac-Islander,21-40,United-States,<=50K,30-45,Bach
Federal-gov,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,Cuba,<=50K,45-60,HS-College
Private,White,0-20,United-States,<=50K,30-45,HS-College
Self-emp-not-inc,White,0-20,United-States,<=50K,60-75,HS-College
Local-gov,Black,21-40,United-States,>50K,60-75,Mast
Federal-gov,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,41-60,United-States,<=50K,15-30,Bach
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,>50K,30-45,Assoc
Private,Asian-Pac-Islander,21-40,Japan,>50K,45-60,MiddleSchool
Local-gov,White,41-60,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,>50K,45-60,Assoc
Private,Black,41-60,United-States,>50K,30-45,Bach
Federal-gov,White,21-40,United-States,>50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
State-gov,White,21-40,Germany,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
?,Black,0-20,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,MiddleSchool
Local-gov,White,21-40,United-States,<=50K,15-30,HS-College
Local-gov,White,21-40,United-States,<=50K,45-60,HS-College
Federal-gov,White,21-40,United-States,<=50K,45-60,HS-College
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,41-60,United-States,<=50K,45-60,HS-College
State-gov,Black,0-20,United-States,<=50K,30-45,Assoc
?,White,21-40,United-States,<=50K,30-45,HS-College
Self-emp-inc,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,Bach
Self-emp-not-inc,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,15-30,HS-College
?,White,21-40,United-States,>50K,45-60,Mast
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
State-gov,White,61-80,United-States,<=50K,30-45,PostMaster
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,45-60,HS-College
?,White,41-60,United-States,<=50K,30-45,Mast
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,Black,21-40,United-States,<=50K,30-45,Bach
Private,Black,21-40,United-States,<=50K,45-60,Assoc
Self-emp-not-inc,Black,41-60,United-States,<=50K,60-75,HS-College
Private,White,41-60,United-States,<=50K,30-45,Assoc
State-gov,White,21-40,United-States,<=50K,30-45,HS-College
Local-gov,White,21-40,United-States,<=50K,30-45,Bach
Federal-gov,White,21-40,United-States,>50K,30-45,Assoc
Local-gov,Black,0-20,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,60-75,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
?,White,21-40,United-States,<=50K,15-30,Bach
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
?,White,0-20,United-States,<=50K,30-45,HS-College
Private,White,41-60,United-States,<=50K,60-75,Assoc
Local-gov,White,41-60,England,>50K,30-45,Mast
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,>50K,30-45,Bach
Private,Asian-Pac-Islander,41-60,Japan,>50K,30-45,Bach
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,0-20,United-States,<=50K,15-30,Assoc
Local-gov,White,21-40,United-States,>50K,45-60,Bach
Private,Other,0-20,United-States,<=50K,15-30,MiddleSchool
Self-emp-not-inc,Black,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,Assoc
?,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
Local-gov,White,21-40,United-States,<=50K,45-60,HS-College
Private,Black,21-40,United-States,<=50K,30-45,Bach
Private,White,21-40,United-States,<=50K,45-60,Elementary
Private,White,0-20,Cuba,<=50K,60-75,Bach
Private,Black,21-40,United-States,<=50K,30-45,Bach
?,White,21-40,?,<=50K,60-75,PostMaster
Private,White,21-40,United-States,<=50K,15-30,Mast
Private,White,21-40,United-States,<=50K,15-30,Bach
Never-worked,White,0-20,United-States,<=50K,15-30,MiddleSchool
Local-gov,White,21-40,United-States,<=50K,45-60,HS-College
Private,White,41-60,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,Bach
Private,Black,21-40,United-States,<=50K,15-30,Assoc
State-gov,White,21-40,United-States,<=50K,15-30,Assoc
Self-emp-not-inc,Asian-Pac-Islander,41-60,Vietnam,<=50K,45-60,HS-College
Private,Black,41-60,United-States,<=50K,45-60,Assoc
Private,Other,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,>50K,30-45,PostMaster
Self-emp-not-inc,White,21-40,United-States,<=50K,15-30,MiddleSchool
Self-emp-not-inc,White,41-60,United-States,>50K,30-45,PostMaster
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,>50K,45-60,HS-College
Private,Asian-Pac-Islander,21-40,Philippines,<=50K,30-45,Bach
Private,Black,21-40,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,30-45,MiddleSchool
?,White,21-40,Canada,<=50K,30-45,MiddleSchool
Private,White,21-40,United-States,<=50K,30-45,HS-College
?,Black,21-40,United-States,<=50K,60-75,Assoc
Private,White,41-60,United-States,<=50K,15-30,HS-College
Self-emp-not-inc,Black,41-60,United-States,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,15-30,HS-College
Federal-gov,Black,21-40,United-States,<=50K,45-60,HS-College
Local-gov,White,41-60,United-States,<=50K,30-45,Mast
Private,Black,21-40,Jamaica,<=50K,30-45,Assoc
Private,White,21-40,United-States,<=50K,45-60,Elementary
Private,White,0-20,United-States,<=50K,60-75,Mast
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
?,White,21-40,United-States,<=50K,45-60,HS-College
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,White,21-40,United-States,<=50K,15-30,Assoc
Private,White,21-40,United-States,<=50K,15-30,MiddleSchool
Private,Black,21-40,United-States,<=50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,Assoc
Private,White,0-20,Puerto-Rico,<=50K,30-45,Assoc
Federal-gov,White,21-40,United-States,<=50K,45-60,HS-College
Local-gov,White,21-40,United-States,<=50K,30-45,Bach
Private,White,0-20,United-States,<=50K,60-75,Bach
Local-gov,Amer-Indian-Eskimo,21-40,United-States,<=50K,45-60,Assoc
Self-emp-not-inc,White,41-60,United-States,<=50K,75-100,HS-College
Private,White,21-40,United-States,<=50K,30-45,Assoc
Private,White,0-20,United-States,<=50K,15-30,MiddleSchool
Private,Amer-Indian-Eskimo,21-40,United-States,<=50K,15-30,HS-College
?,White,21-40,United-States,>50K,30-45,HS-College
Private,White,0-20,United-States,<=50K,15-30,HS-College
Private,White,21-40,United-States,<=50K,15-30,HS-College
Private,White,0-20,United-States,<=50K,75-100,HS-College
Local-gov,White,21-40,United-States,<=50K,75-100,PostMaster
Private,White,21-40,United-States,>50K,30-45,HS-College
Local-gov,White,41-60,United-States,>50K,45-60,Mast
Private,White,41-60,United-States,<=50K,60-75,Assoc
State-gov,White,41-60,United-States,>50K,30-45,Bach
Private,Black,21-40,United-States,<=50K,15-30,HS-College
